11	-6	fn main() { let v0 = ((3 * 0) / 2); let v1 = ((4 * 5) - (1 - v0)); let o0: Option<i64> = Some(((v0 - 6) + (v0 - 7))); let ov = match o0 { Some(n) => (n + (v1 / 3)), None => (7 + 9) }; let cl = |x: i64| (x + (v1 - v1)); let w0 = 9223372036854775807i64.wrapping_add(9000000000000000000).wrapping_mul(2); let mut acc = 0; let mut li = 0; while li < 6 { acc = acc + li; li = li + 1; } let t0 = (acc, v1); println!("{}", ((4 - v1) % 9)); }
12	1	struct S0 { f0: i64, f1: i64 } enum E0 { A(i64), B(i64), C } fn r0(p0: i64) -> i64 { if p0 < 1 { 0 } else { (p0 + r0(p0 - 1)) } } fn main() { let s0 = S0 { f0: ((6 % 5) - (3 / 3)), f1: ((0 * 3) % 1) }; let e0 = E0::B(((2 * 9) / 9)); let ev = match e0 { E0::A(n) => (n + (9 + s0.f0)), E0::B(n) => (n - (3 / 1)), E0::C => (s0.f0 % 6) }; let v0 = (3 * 8); let v1 = (0 * 2); let o0: Option<i64> = Some(((1 % 8) - (s0.f1 % 9))); let ov = match o0 { Some(n) => (n + (ev + 1)), None => (s0.f0 - 4) }; let r0 = &v0; println!("{}", if (*r0) >= s0.f0 { ((7 % 9) / 6) } else { ((v0 + 7) % 6) }); }
13	-12	struct S0 { f0: i64, f1: i64 } fn r0(p0: i64) -> i64 { if p0 < 1 { 0 } else { (p0 + r0(p0 - 1)) } } fn f0(p0: i64, p1: i64) -> i64 { ((6 * 1) % 6) } fn main() { let s0 = S0 { f0: (6 * 5), f1: ((5 * 5) - (8 / 7)) }; let v0 = r0(1); let v1 = ((8 % 7) % 7); let o0: Option<i64> = Some(((v0 / 1) % 2)); let ov = match o0 { Some(n) => (n + (8 % 9)), None => (3 * 4) }; let vv = vec![s0.f1, ((v1 + 2) - (v1 + ov)), ((ov % 8) - (v0 - ov))]; let mut acc = 0; let mut li = 0; while li < 6 { acc = acc + li; li = li + 1; } let r0 = &v0; let ss = format!("{}-{}", vv[2], acc); let t0 = (acc, acc); println!("{}", match (*r0) { 4 => ((8 * 7) - (s0.f0 / 1)), 9 => ((2 * 7) / 6), _ => ((7 + 5) - vv[0]) }); }
14	31	fn r0(p0: i64) -> i64 { if p0 < 1 { 0 } else { (p0 + r0(p0 - 1)) } } fn f0(p0: i64, p1: i64) -> i64 { ((6 - p0) + p0) } fn main() { let v0 = r0(6); let v1 = f0(9, 7); let v2 = (((2 * 1) + v1) + ((3 / 5) - (v1 % 5))); let cl = |x: i64| (x + (2 * 0)); let w0 = 9223372036854775807i64.wrapping_add(9223372036854775807).wrapping_mul(7); let ss = format!("{}-{}", v2, cl(6)); println!("{}", ((7 + v0) + (3 % 8))); }
15	8	struct S0 { f0: i64, f1: i64 } fn r0(p0: i64) -> i64 { if p0 < 1 { 5 } else { (p0 + r0(p0 - 1)) } } fn f0(p0: i64, p1: i64) -> i64 { ((7 % 7) + (p0 - 5)) } fn main() { let s0 = S0 { f0: ((3 + 9) % 6), f1: (5 * 4) }; let v0 = (((4 * 5) % 2) / 3); let v1 = r0(4); let v2 = (s0.f0 / 6); let v3 = (((s0.f1 + v1) / 8) - ((s0.f1 / 3) - (6 + s0.f1))); let ss = format!("{}-{}", s0.f0, v1); println!("{}", if v2 < (ss.len() as i64) { if s0.f1 <= s0.f1 { (8 * 1) } else { (1 / 2) } } else { ((ss.len() as i64) - v0) }); }
16	9	struct S0 { f0: i64, f1: i64 } enum E0 { A(i64), B(i64), C } fn f0(p0: i64, p1: i64) -> i64 { (3 * 7) } fn main() { let s0 = S0 { f0: ((4 / 8) % 7), f1: ((8 + 4) / 9) }; let e0 = E0::C; let ev = match e0 { E0::A(n) => (n + s0.f1), E0::B(n) => (n - (s0.f1 - 9)), E0::C => (s0.f1 / 9) }; let v0 = f0(3, 7); let v1 = ((8 * 6) % 1); let o0: Option<i64> = Some(((s0.f0 / 9) + s0.f1)); let ov = match o0 { Some(n) => (n + (6 * 8)), None => (9 - s0.f0) }; let vv = vec![((2 - 8) + (9 * 6)), (2 * 3), ((5 % 1) / 9)]; let ss = format!("{}-{}", v1, ov); println!("{}", (9 * 1)); }
17	0	struct S0 { f0: i64, f1: i64 } enum E0 { A(i64), B(i64), C } fn f0(p0: i64, p1: i64) -> i64 { ((7 % 9) % 6) } fn main() { let s0 = S0 { f0: ((9 / 1) - (1 - 5)), f1: ((4 - 5) - (9 + 8)) }; let e0 = E0::B((s0.f1 / 3)); let ev = match e0 { E0::A(n) => (n + (1 * 0)), E0::B(n) => (n - (s0.f1 - 2)), E0::C => (s0.f1 % 2) }; let v0 = (((3 + ev) / 2) / 7); let v1 = ((7 * 0) % 3); let cl = |x: i64| (x + (1 * 8)); let w0 = 9223372036854775807i64.wrapping_add(9223372036854775807).wrapping_mul(6); let r0 = &v0; let ss = format!("{}-{}", s0.f1, v1); println!("{}", if v1 == ev { ((s0.f0 / 3) / 5) } else { ((v0 - s0.f0) % 1) }); }
18	3	struct S0 { f0: i64, f1: i64 } fn main() { let s0 = S0 { f0: ((9 - 2) % 1), f1: (4 * 5) }; let v0 = ((s0.f0 - s0.f0) + (s0.f1 % 7)); let v1 = ((v0 + 4) % 4); let v2 = ((s0.f0 - v0) % 1); let v3 = s0.f1; let vv = vec![(v1 / 2), (s0.f1 % 9), (1 * 1)]; let cl = |x: i64| (x + (s0.f1 + 7)); let r0 = &v0; let ss = format!("{}-{}", (vv.len() as i64), v2); println!("{}", match vv[2] { 2 => ((5 + 2) - (9 - 6)), 6 => (5 * 7), _ => ((v0 % 4) + (1 / 1)) }); }
19	4	enum E0 { A(i64), B(i64), C } fn r0(p0: i64) -> i64 { if p0 < 1 { 4 } else { (p0 + r0(p0 - 1)) } } fn main() { let e0 = E0::C; let ev = match e0 { E0::A(n) => (n + (2 / 1)), E0::B(n) => (n - (5 * 5)), E0::C => (9 % 2) }; let v0 = r0(0); let v1 = r0(3); let v2 = ((5 + ev) - (2 - 3)); let r0 = &v0; println!("{}", v0); }
20	-8106511852580896768	struct S0 { f0: i64, f1: i64 } fn main() { let s0 = S0 { f0: ((9 / 4) / 4), f1: ((9 / 6) - (8 % 5)) }; let v0 = (7 * 2); let v1 = (s0.f0 / 5); let v2 = ((s0.f0 - (3 - 7)) - s0.f0); let v3 = (((3 + v0) % 2) / 3); let w0 = 8000000000000000000i64.wrapping_add(7000000000000000000).wrapping_mul(3); let r0 = &v0; println!("{}", if (*r0) < v0 { if v0 <= s0.f1 { (3 + v0) } else { v1 } } else { (s0.f0 - w0) }); }
21	25	enum E0 { A(i64), B(i64), C } fn main() { let e0 = E0::A(((7 + 2) + (8 + 4))); let ev = match e0 { E0::A(n) => (n + (2 + 3)), E0::B(n) => (n - (7 + 0)), E0::C => (5 + 5) }; let v0 = ev; let v1 = (5 * 9); let v2 = ((v1 % 8) % 1); let v3 = ((1 / 4) - (v0 - v2)); let o0: Option<i64> = Some((7 * 3)); let ov = match o0 { Some(n) => (n + (v1 - 2)), None => (7 / 2) }; let cl = |x: i64| (x + (3 / 5)); let mut acc = 0; let mut li = 0; while li < 6 { acc = acc + li; li = li + 1; } let ss = format!("{}-{}", ev, v1); println!("{}", ((v0 + 1) - (5 % 3))); }
22	-9	struct S0 { f0: i64, f1: i64 } fn r0(p0: i64) -> i64 { if p0 < 1 { 3 } else { (p0 + r0(p0 - 1)) } } fn main() { let s0 = S0 { f0: ((7 % 5) / 7), f1: ((0 - 0) - (5 - 9)) }; let v0 = (((9 % 1) / 9) % 2); let v1 = (((s0.f0 - 5) % 4) - v0); let v2 = ((7 - v1) % 9); let v3 = v2; let cl = |x: i64| (x + (v3 / 7)); let mut acc = 0; let mut li = 0; while li < 6 { acc = acc + li; li = li + 1; } let ss = format!("{}-{}", v1, s0.f1); let t0 = (v1, v0); println!("{}", if v3 < t0.0 { if v1 <= t0.1 { (v0 - 2) } else { (s0.f0 - v3) } } else { (v0 - 9) }); }
23	-7	enum E0 { A(i64), B(i64), C } fn r0(p0: i64) -> i64 { if p0 < 1 { 6 } else { (p0 + r0(p0 - 1)) } } fn f0(p0: i64, p1: i64) -> i64 { ((p0 + p1) / 6) } fn main() { let e0 = E0::A(((6 * 1) - (0 + 9))); let ev = match e0 { E0::A(n) => (n + (4 % 9)), E0::B(n) => (n - (0 + 9)), E0::C => (8 / 2) }; let v0 = (((8 / 6) - (ev + ev)) + ((ev - 7) % 4)); let v1 = r0(3); let v2 = f0(7, 1); let v3 = f0(4, 1); let o0: Option<i64> = None; let ov = match o0 { Some(n) => (n + (9 + v1)), None => (v3 + v2) }; let vv = vec![((6 % 3) % 4), ((9 % 1) - (3 - ev)), (8 * 9)]; let cl = |x: i64| (x + (8 / 9)); let w0 = 7000000000000000000i64.wrapping_add(8000000000000000000).wrapping_mul(5); let r0 = &v0; let ss = format!("{}-{}", vv[2], v1); let t0 = (vv[2], v1); println!("{}", if ov < v2 { if ov <= v3 { ((vv.len() as i64) % 9) } else { (ev % 5) } } else { (0 - 7) }); }
24	3	struct S0 { f0: i64, f1: i64 } enum E0 { A(i64), B(i64), C } fn r0(p0: i64) -> i64 { if p0 < 1 { 5 } else { (p0 + r0(p0 - 1)) } } fn f0(p0: i64, p1: i64) -> i64 { ((p1 % 7) / 9) } fn main() { let s0 = S0 { f0: ((0 - 0) - (5 * 4)), f1: ((8 - 0) % 5) }; let e0 = E0::B((6 * 6)); let ev = match e0 { E0::A(n) => (n + s0.f0), E0::B(n) => (n - (s0.f0 + 2)), E0::C => (6 + 6) }; let v0 = r0(4); let v1 = ((6 * 8) - (s0.f0 / 4)); let v2 = (8 * 6); let o0: Option<i64> = None; let ov = match o0 { Some(n) => (n + (6 % 4)), None => (s0.f0 + 1) }; let r0 = &v0; let ss = format!("{}-{}", v1, v2); println!("{}", match s0.f1 { 2 => ((5 % 4) / 7), 5 => ((1 * 9) + (1 * 8)), _ => ((5 + (*r0)) / 6) }); }
